Year;RSCI;RSCI_TransposedTo60;RSCIRegion;Player;Draft;Drafted;PreDraftExperience;PickNumber;PickType;College;Team;StartYearNBA;EndYearNBA;YearsInTheLeague;WS;WSPerYear;PlayerLevel;DummyExpectedLevelPosition;OverUnderDraftedRating;RankDifferencesRSCIPick60Scale;RankAdjustementAbsolute
2003;46;27,6;2;Mohamed Abukar ; ;0;6; ;5;San Diego State University; ; ; ; ; ; ; ; ; ; ; 
2003;13;7,8;0;Olu Famutimi ; ;0;6; ;5;University of Arkansas; ; ; ; ; ; ; ; ; ; ; 
2003;55;33;2;Omar Wilkes ; ;0;6; ;5;University of California; ; ; ; ; ; ; ; ; ; ; 
2003;89;53,4;4;Omari Isreal ; ;0;6; ;5;Loyola College in Maryland; ; ; ; ; ; ; ; ; ; ; 
2003;24;14,4;1;Regis Koundjia ; ;0;6; ;5;George Washington University; ; ; ; ; ; ; ; ; ; ; 
2003;60;36;2;Reyshawn Terry ; ;0;6; ;5;University of North Carolina; ; ; ; ; ; ; ; ; ; ; 
2003;28;16,8;1;Rich McBride ; ;0;6; ;5;University of Illinois at Urbana-Champaign; ; ; ; ; ; ; ; ; ; ; 
2003;36;21,6;1;Rodrick Stewart ; ;0;6; ;5;University of Kansas; ; ; ; ; ; ; ; ; ; ; 
2003;91;54,6;4;Ryan Appleby ; ;0;6; ;5;University of Washington; ; ; ; ; ; ; ; ; ; ; 
2003;84;50,4;4;Sammy Mejia ; ;0;6; ;5;DePaul University; ; ; ; ; ; ; ; ; ; ; 
2003;33;19,8;1;Sean Banks ; ;0;6; ;5;University of Memphis; ; ; ; ; ; ; ; ; ; ; 
2003;48;28,8;2;Shagari Alleyne ; ;0;6; ;5;University of Kentucky; ; ; ; ; ; ; ; ; ; ; 
2003;99;59,4;4;Shawn Taylor ; ;0;6; ;5;California State University, Fresno; ; ; ; ; ; ; ; ; ; ; 
2003;96;57,6;4;Sylvester Mayes ; ;0;6; ;5;Ohio State University; ; ; ; ; ; ; ; ; ; ; 
2003;37;22,2;1;Tack Minor ; ;0;6; ;5;Louisiana State University; ; ; ; ; ; ; ; ; ; ; 
2003;42;25,2;2;Terrence Roberts ; ;0;6; ;5;Syracuse University; ; ; ; ; ; ; ; ; ; ; 
2003;83;49,8;4;Tim Morris ; ;0;6; ;5;University of Washington; ; ; ; ; ; ; ; ; ; ; 
2003;80;48;3;Vincent Banks; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2003;73;43,8;3;Wesley Green ; ;0;6; ;5;DePaul University; ; ; ; ; ; ; ; ; ; ; 
2003;82;49,2;4;Wesley Washington ; ;0;6; ;5;Oregon State University; ; ; ; ; ; ; ; ; ; ; 
2003;45;27;2;Will Sheridan ; ;0;6; ;5;Villanova University; ; ; ; ; ; ; ; ; ; ; 
2004;91;54,6;4;Anthony Morrow ; ;0;6; ;5;Georgia Institute of Technology; ;2009;2017;9;23,2;2,57777777777778;2; ; ; ; 
2004;37;22,2;1;Greg Stiemsma ; ;0;6; ;5;University of Wisconsin; ;2012;2015;4;6;1,5;2; ; ; ; 
2004;101;60,6;4;Jackie Butler; ;0;6; ;5; ; ;2005;2007;3;1,4;,466666666666667;1; ; ; ; 
2004;15;9;0;Darius Washington ; ;0;6; ;5;University of Memphis; ;2008;2008;1;0;0;1; ; ; ; 
2004;44;26,4;2;Steven Hill ; ;0;6; ;5;University of Arkansas; ;2009;2009;1;0;0;1; ; ; ; 
2004;18;10,8;0;DeMarcus Nelson ; ;0;6; ;5;Duke University; ;2009;2009;1;-,3;-,3;0; ; ; ; 
2004;10;6;0;Randolph Morris ; ;0;6; ;5;University of Kentucky; ;2007;2010;4;-,1;-,025;0; ; ; ; 
2004;97;58,2;4;Longar Longar ; ;0;6; ;5;University of Oklahoma; ; ; ; ; ; ; ; ; ; ; 
2004;89;53,4;4;Lorrenzo Wade ; ;0;6; ;5;San Diego State University; ; ; ; ; ; ; ; ; ; ; 
2004;76;45,6;3;A.J. Ratliff ; ;0;6; ;5;Indiana University; ; ; ; ; ; ; ; ; ; ; 
2004;79;47,4;3;Albert Weber ; ;0;6; ;5;University of Alabama; ; ; ; ; ; ; ; ; ; ; 
2004;67;40,2;3;Alex Galindo ; ;0;6; ;5;Florida International University; ; ; ; ; ; ; ; ; ; ; 
2004;98;58,8;4;Alex Thompson ; ;0;6; ;5;Iowa State University; ; ; ; ; ; ; ; ; ; ; 
2004;60;36;2;Andrew Brackman ; ;0;6; ;5;North Carolina State University; ; ; ; ; ; ; ; ; ; ; 
2004;40;24;1;Brian Johnson ; ;0;6; ;5;Mississippi State University; ; ; ; ; ; ; ; ; ; ; 
2004;95;57;4;Brian Laing ; ;0;6; ;5;Seton Hall University; ; ; ; ; ; ; ; ; ; ; 
2004;39;23,4;1;Bryce Taylor ; ;0;6; ;5;University of Oregon; ; ; ; ; ; ; ; ; ; ; 
2004;69;41,4;3;C.J. Giles ; ;0;6; ;5;Oregon State University; ; ; ; ; ; ; ; ; ; ; 
2004;99;59,4;4;Channing Toney ; ;0;6; ;5;University of Alabama at Birmingham; ; ; ; ; ; ; ; ; ; ; 
2004;58;34,8;2;Charles Rhodes ; ;0;6; ;5;Mississippi State University; ; ; ; ; ; ; ; ; ; ; 
2004;59;35,4;2;Charles Thomas ; ;0;6; ;5;University of Arkansas; ; ; ; ; ; ; ; ; ; ; 
2004;56;33,6;2;Churchill Odia ; ;0;6; ;5;University of Oregon; ; ; ; ; ; ; ; ; ; ; 
2004;71;42,6;3;David McClure ; ;0;6; ;5;Duke University; ; ; ; ; ; ; ; ; ; ; 
2004;88;52,8;4;David Pendergraft ; ;0;6; ;5;Gonzaga University; ; ; ; ; ; ; ; ; ; ; 
2004;65;39;3;Dayshawn Wright ; ;0;6; ;5;Syracuse University; ; ; ; ; ; ; ; ; ; ; 
2004;92;55,2;4;DeAaron Williams ; ;0;6; ;5;University of Wisconsin; ; ; ; ; ; ; ; ; ; ; 
2004;82;49,2;4;DeSean White ; ;0;6; ;5;Providence College; ; ; ; ; ; ; ; ; ; ; 
2004;86;51,6;4;Devon Hardin ; ;0;6; ;5;University of California; ; ; ; ; ; ; ; ; ; ; 
2004;49;29,4;2;Dion Dowell ; ;0;6; ;5;University of Houston; ; ; ; ; ; ; ; ; ; ; 
2004;54;32,4;2;Drew Neitzel ; ;0;6; ;5;Michigan State University; ; ; ; ; ; ; ; ; ; ; 
2004;78;46,8;3;Gavin Grant ; ;0;6; ;5;North Carolina State University; ; ; ; ; ; ; ; ; ; ; 
2004;41;24,6;2;Isaiah Swann ; ;0;6; ;5;Florida State University; ; ; ; ; ; ; ; ; ; ; 
2004;70;42;3;Jamar Butler ; ;0;6; ;5;Ohio State University; ; ; ; ; ; ; ; ; ; ; 
2004;50;30;2;James Gist ; ;0;6; ;5;University of Maryland; ; ; ; ; ; ; ; ; ; ; 
2004;93;55,8;4;James Hardy ; ;0;6; ;5;Indiana University; ; ; ; ; ; ; ; ; ; ; 
2004;45;27;2;Jason Horton ; ;0;6; ;5;University of Missouri; ; ; ; ; ; ; ; ; ; ; 
2004;27;16,2;1;Jason Rich ; ;0;6; ;5;Florida State University; ; ; ; ; ; ; ; ; ; ; 
2004;17;10,2;0;Jawann McClellan ; ;0;6; ;5;University of Arizona; ; ; ; ; ; ; ; ; ; ; 
2004;74;44,4;3;Jeremis Smith ; ;0;6; ;5;Georgia Institute of Technology; ; ; ; ; ; ; ; ; ; ; 
2004;75;45;3;Josh Heytvelt ; ;0;6; ;5;Gonzaga University; ; ; ; ; ; ; ; ; ; ; 
2004;57;34,2;2;Josh Shipp ; ;0;6; ;5;University of California, Los Angeles; ; ; ; ; ; ; ; ; ; ; 
2004;36;21,6;1;Josh Wright ; ;0;6; ;5;Syracuse University; ; ; ; ; ; ; ; ; ; ; 
2004;16;9,6;0;Juan Palacios ; ;0;6; ;5;University of Louisville; ; ; ; ; ; ; ; ; ; ; 
2004;52;31,2;2;Justin Cerasoli ; ;0;6; ;5;Loyola University of Chicago; ; ; ; ; ; ; ; ; ; ; 
2004;63;37,8;3;Kalen Grimes ; ;0;6; ;5;University of Missouri; ; ; ; ; ; ; ; ; ; ; 
2004;81;48,6;4;Keith Benjamin ; ;0;6; ;5;University of Pittsburgh; ; ; ; ; ; ; ; ; ; ; 
2004;73;43,8;3;Lee Cummard ; ;0;6; ;5;Brigham Young University; ; ; ; ; ; ; ; ; ; ; 
2004;87;52,2;4;Maarty Leunen ; ;0;6; ;5;University of Oregon; ; ; ; ; ; ; ; ; ; ; 
2004;61;36,6;3;Marquie Cooke ; ;0;6; ;5;Virginia Polytechnic Institute and State University; ; ; ; ; ; ; ; ; ; ; 
2004;28;16,8;1;Marquise Gray ; ;0;6; ;5;Michigan State University; ; ; ; ; ; ; ; ; ; ; 
2004;47;28,2;2;Marshall Brown ; ;0;6; ;5;University of Missouri; ; ; ; ; ; ; ; ; ; ; 
2004;22;13,2;1;Mike Williams ; ;0;6; ;5;University of Cincinnati; ; ; ; ; ; ; ; ; ; ; 
2004;66;39,6;3;Mohamed Tangara ; ;0;6; ;5;University of Arizona; ; ; ; ; ; ; ; ; ; ; 
2004;55;33;2;Quentin Thomas ; ;0;6; ;5;University of North Carolina; ; ; ; ; ; ; ; ; ; ; 
2004;51;30,6;2;Ra'Sean Dickey ; ;0;6; ;5;Georgia Institute of Technology; ; ; ; ; ; ; ; ; ; ; 
2004;94;56,4;4;Rahshon Clark ; ;0;6; ;5;Iowa State University; ; ; ; ; ; ; ; ; ; ; 
2004;30;18;1;Robert Vaden ; ;0;6; ;5;University of Alabama at Birmingham; ; ; ; ; ; ; ; ; ; ; 
2004;83;49,8;4;Ron Coleman ; ;0;6; ;5;University of Michigan; ; ; ; ; ; ; ; ; ; ; 
2004;38;22,8;1;Ronald Steele ; ;0;6; ;5;University of Alabama; ; ; ; ; ; ; ; ; ; ; 
2004;32;19,2;1;Roy Bright ; ;0;6; ;5;Delaware State University; ; ; ; ; ; ; ; ; ; ; 
2004;31;18,6;1;Russell Robinson ; ;0;6; ;5;University of Kansas; ; ; ; ; ; ; ; ; ; ; 
2004;96;57,6;4;Sam Perry ; ;0;6; ;5;Clemson University; ; ; ; ; ; ; ; ; ; ; 
2004;43;25,8;2;Sasha Kaun ; ;0;6; ;5;University of Kansas; ; ; ; ; ; ; ; ; ; ; 
2004;62;37,2;3;Shan Foster ; ;0;6; ;5;Vanderbilt University; ; ; ; ; ; ; ; ; ; ; 
2004;77;46,2;3;Shaun Pruitt ; ;0;6; ;5;University of Illinois at Urbana-Champaign; ; ; ; ; ; ; ; ; ; ; 
2004;85;51;4;Zam Fredrick ; ;0;6; ;5;University of South Carolina; ; ; ; ; ; ; ; ; ; ; 
2005;61;36,6;3;Wesley Matthews ; ;0;6; ;5;Marquette University; ;2010;2019;10;47,8;4,78;3; ; ; ; 
2005;52;31,2;2;Alonzo Gee ; ;0;6; ;5;University of Alabama; ;2010;2017;8;9,7;1,2125;2; ; ; ; 
2005;66;39,6;3;Antonio Anderson ; ;0;6; ;5;University of Memphis; ;2010;2010;1;0;0;1; ; ; ; 
2005;54;32,4;2;Jeff Adrien ; ;0;6; ;5;University of Connecticut; ;2011;2015;5;4,4;,88;1; ; ; ; 
2005;57;34,2;2;Jerel McNeal ; ;0;6; ;5;Marquette University; ;2015;2015;1;-,1;-,1;0; ; ; ; 
2005;84;50,4;4;Jeremy Pargo ; ;0;6; ;5;Gonzaga University; ;2012;2013;2;-,8;-,4;0; ; ; ; 
2005;34;20,4;1;Luke Zeller ; ;0;6; ;5;University of Notre Dame; ;2013;2013;1;-,1;-,1;0; ; ; ; 
2005;68;40,8;3;Terrel Harris ; ;0;6; ;5;Oklahoma State University; ;2012;2013;2;-,6;-,3;0; ; ; ; 
2005;49;29,4;2;Davon Jefferson ; ;0;6; ;5;University of Southern California; ; ; ; ; ; ; ; ; ; ; 
2005;47;28,2;2;Tyler Smith ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
2005;83;49,8;4;A.J. Abrams ; ;0;6; ;5;University of Texas at Austin; ; ; ; ; ; ; ; ; ; ; 
2005;93;55,8;4;Adrian Thomas ; ;0;6; ;5;University of Miami; ; ; ; ; ; ; ; ; ; ; 
2005;79;47,4;3;Alade Aminu ; ;0;6; ;5;Georgia Institute of Technology; ; ; ; ; ; ; ; ; ; ; 
2005;81;48,6;4;Alfred Aboya ; ;0;6; ;5;University of California, Los Angeles; ; ; ; ; ; ; ; ; ; ; 
2005;76;45,6;3;Andre McGee ; ;0;6; ;5;University of Louisville; ; ; ; ; ; ; ; ; ; ; 
2005;96;57,6;4;Austin Johnson ; ;0;6; ;5;University of Oklahoma; ; ; ; ; ; ; ; ; ; ; 
2005;31;18,6;1;Bobby Frasor ; ;0;6; ;5;University of North Carolina; ; ; ; ; ; ; ; ; ; ; 
2005;19;11,4;0;Brandon Costner ; ;0;6; ;5;North Carolina State University; ; ; ; ; ; ; ; ; ; ; 
2005;70;42;3;Brian Asbury ; ;0;6; ;5;University of Miami; ; ; ; ; ; ; ; ; ; ; 
2005;62;37,2;3;Bryan Harvey ; ;0;6; ;5;California State University, Fresno; ; ; ; ; ; ; ; ; ; ; 
2005;20;12;0;Byron Eaton ; ;0;6; ;5;Oklahoma State University; ; ; ; ; ; ; ; ; ; ; 
2005;80;48;3;Casaan Breeden ; ;0;6; ;5;College of Charleston; ; ; ; ; ; ; ; ; ; ; 
2005;35;21;1;Courtney Fells ; ;0;6; ;5;North Carolina State University; ; ; ; ; ; ; ; ; ; ; 
2005;85;51;4;Cyrus McGowan ; ;0;6; ;5;University of Miami; ; ; ; ; ; ; ; ; ; ; 
2005;75;45;3;Danny Williams; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2005;73;43,8;3;David Weaver ; ;0;6; ;5;Wake Forest University; ; ; ; ; ; ; ; ; ; ; 
2005;95;57;4;Denis Clemente ; ;0;6; ;5;Kansas State University; ; ; ; ; ; ; ; ; ; ; 
2005;63;37,8;3;Derwin Kitchen ; ;0;6; ;5;Florida State University; ; ; ; ; ; ; ; ; ; ; 
2005;50;30;2;Devan Downey ; ;0;6; ;5;University of South Carolina; ; ; ; ; ; ; ; ; ; ; 
2005;69;41,4;3;Dior Lowhorn ; ;0;6; ;5;University of San Francisco; ; ; ; ; ; ; ; ; ; ; 
2005;37;22,2;1;Dominic James ; ;0;6; ;5;Marquette University; ; ; ; ; ; ; ; ; ; ; 
2005;40;24;1;Eric Boateng ; ;0;6; ;5;Arizona State University; ; ; ; ; ; ; ; ; ; ; 
2005;22;13,2;1;Eric Devendorf ; ;0;6; ;5;Syracuse University; ; ; ; ; ; ; ; ; ; ; 
2005;39;23,4;1;Fendi Onobun ; ;0;6; ;5;University of Arizona; ; ; ; ; ; ; ; ; ; ; 
2005;86;51,6;4;Gary Flowers ; ;0;6; ;5;University of Southern Mississippi; ; ; ; ; ; ; ; ; ; ; 
2005;13;7,8;0;Greg Paulus ; ;0;6; ;5;Duke University; ; ; ; ; ; ; ; ; ; ; 
2005;32;19,2;1;J.P. Prince ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
2005;60;36;2;Jamal Boykin ; ;0;6; ;5;University of California; ; ; ; ; ; ; ; ; ; ; 
2005;26;15,6;1;Jamont Gordon ; ;0;6; ;5;Mississippi State University; ; ; ; ; ; ; ; ; ; ; 
2005;100;60;4;Jared Carter ; ;0;6; ;5;University of Kentucky; ; ; ; ; ; ; ; ; ; ; 
2005;28;16,8;1;Joe Krabbenhoft ; ;0;6; ;5;University of Wisconsin; ; ; ; ; ; ; ; ; ; ; 
2005;87;52,2;4;JR Inman ; ;0;6; ;5;Rutgers University; ; ; ; ; ; ; ; ; ; ; 
2005;89;53,4;4;K.C. Rivers ; ;0;6; ;5;Clemson University; ; ; ; ; ; ; ; ; ; ; 
2005;11;6,6;0;Keith Brumbaugh; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2005;99;59,4;4;Kendric Price ; ;0;6; ;5;University of Michigan; ; ; ; ; ; ; ; ; ; ; 
2005;91;54,6;4;Kenneth Cooper ; ;0;6; ;5;Louisiana Tech University; ; ; ; ; ; ; ; ; ; ; 
2005;55;33;2;Kevin Rogers ; ;0;6; ;5;Baylor University; ; ; ; ; ; ; ; ; ; ; 
2005;77;46,2;3;Kevin Swinton ; ;0;6; ;5;Wake Forest University; ; ; ; ; ; ; ; ; ; ; 
2005;24;14,4;1;Korvotney Barber ; ;0;6; ;5;Auburn University; ; ; ; ; ; ; ; ; ; ; 
2005;92;55,2;4;Lawrence Hill ; ;0;6; ;5;Stanford University; ; ; ; ; ; ; ; ; ; ; 
2005;67;40,2;3;Leo Lyons ; ;0;6; ;5;University of Missouri; ; ; ; ; ; ; ; ; ; ; 
2005;94;56,4;4;Levance Fields ; ;0;6; ;5;University of Pittsburgh; ; ; ; ; ; ; ; ; ; ; 
2005;25;15;1;Lewis Clinch ; ;0;6; ;5;Georgia Institute of Technology; ; ; ; ; ; ; ; ; ; ; 
2005;33;19,8;1;Magnum Rolle ; ;0;6; ;5;Louisiana Tech University; ; ; ; ; ; ; ; ; ; ; 
2005;29;17,4;1;Marcus Ginyard ; ;0;6; ;5;University of North Carolina; ; ; ; ; ; ; ; ; ; ; 
2005;51;30,6;2;Marcus Johnson ; ;0;6; ;5;University of Southern California; ; ; ; ; ; ; ; ; ; ; 
2005;82;49,2;4;Martellus Bennett ; ;0;6; ;5;Texas A&M University; ; ; ; ; ; ; ; ; ; ; 
2005;53;31,8;2;Martynas Pocius ; ;0;6; ;5;Duke University; ; ; ; ; ; ; ; ; ; ; 
2005;21;12,6;1;Micah Downs ; ;0;6; ;5;Gonzaga University; ; ; ; ; ; ; ; ; ; ; 
2005;38;22,8;1;Mike Mercer ; ;0;6; ;5;University of South Florida; ; ; ; ; ; ; ; ; ; ; 
2005;88;52,8;4;Nate Minnoy ; ;0;6; ;5;Central Michigan University; ; ; ; ; ; ; ; ; ; ; 
2005;78;46,8;3;Rashad Woods ; ;0;6; ;5;Kent State University; ; ; ; ; ; ; ; ; ; ; 
2005;64;38,4;3;Reginald Delk ; ;0;6; ;5;University of Louisville; ; ; ; ; ; ; ; ; ; ; 
2005;7;4,2;0;Richard Hendrix ; ;0;6; ;5;University of Alabama; ; ; ; ; ; ; ; ; ; ; 
2005;74;44,4;3;Ricky Sanchez; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2005;45;27;2;Roderick Flemings ; ;0;6; ;5;University of Hawaii; ; ; ; ; ; ; ; ; ; ; 
2005;97;58,2;4;Ryan Ayers ; ;0;6; ;5;University of Notre Dame; ; ; ; ; ; ; ; ; ; ; 
2005;46;27,6;2;Ryan Wright ; ;0;6; ;5;University of Oklahoma; ; ; ; ; ; ; ; ; ; ; 
2005;58;34,8;2;Shawn Taggart ; ;0;6; ;5;University of Memphis; ; ; ; ; ; ; ; ; ; ; 
2005;8;4,8;0;Tasmin Mitchell ; ;0;6; ;5;Louisiana State University; ; ; ; ; ; ; ; ; ; ; 
2005;90;54;4;Terry Martin ; ;0;6; ;5;Louisiana State University; ; ; ; ; ; ; ; ; ; ; 
2005;36;21,6;1;Theo Davis ; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2005;43;25,8;2;Tiki Mayben ; ;0;6; ;5;University of Massachusetts Amherst; ; ; ; ; ; ; ; ; ; ; 
2005;72;43,2;3;Tyree Evans ; ;0;6; ;5;Kent State University; ; ; ; ; ; ; ; ; ; ; 
2005;71;42,6;3;Tyrell Biggs ; ;0;6; ;5;University of Pittsburgh; ; ; ; ; ; ; ; ; ; ; 
2005;42;25,2;2;Uche Echefu ; ;0;6; ;5;Florida State University; ; ; ; ; ; ; ; ; ; ; 
2005;48;28,8;2;Vernon Goodridge ; ;0;6; ;5;La Salle University; ; ; ; ; ; ; ; ; ; ; 
2005;65;39;3;Wink Adams ; ;0;6; ;5;University of Nevada, Las Vegas; ; ; ; ; ; ; ; ; ; ; 
2006;39;23,4;1;Alex Stepheson; ;0;6; ;5; ; ;2016;2016;1;,1;,1;1; ; ; ; 
2006;90;54;4;Donald Sloan ; ;0;6; ;5;Texas A&M University; ;2012;2016;5;4;,8;1; ; ; ; 
2006;36;21,6;1;Jerome Dyson ; ;0;6; ;5;University of Connecticut; ;2012;2012;1;,1;,1;1; ; ; ; 
2006;45;27;2;Jerry Smith ; ;0;6; ;5;University of Louisville; ;2012;2012;1;0;0;1; ; ; ; 
2006;20;12;0;Lance Thomas ; ;0;6; ;5;Duke University; ;2012;2019;8;5,4;,675;1; ; ; ; 
2006;47;28,2;2;Patrick Christopher ; ;0;6; ;5;University of California; ;2015;2015;1;-,1;-,1;0; ; ; ; 
2006;14;8,4;0;Sherron Collins ; ;0;6; ;5;University of Kansas; ;2011;2011;1;-,2;-,2;0; ; ; ; 
2006;40;24;1;Davon Jefferson ; ;0;6; ;5;University of Southern California; ; ; ; ; ; ; ; ; ; ; 
2006;86;51,6;4;Jeff Allen ; ;0;6; ;5;Virginia Polytechnic Institute and State University; ; ; ; ; ; ; ; ; ; ; 
2006;74;44,4;3;Mamadou Diarra ; ;0;6; ;5;University of Southern California; ; ; ; ; ; ; ; ; ; ; 
2006;44;26,4;2;Mike Jones ; ;0;6; ;5;Syracuse University; ; ; ; ; ; ; ; ; ; ; 
2006;60;36;2;Tyler Smith ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
2006;80;48;3;Adrian Oliver ; ;0;6; ;5;San Jose State University; ; ; ; ; ; ; ; ; ; ; 
2006;100;60;4;Adrion Graves ; ;0;6; ;5;Xavier University; ; ; ; ; ; ; ; ; ; ; 
2006;59;35,4;2;Anthony Gurley ; ;0;6; ;5;University of Massachusetts Amherst; ; ; ; ; ; ; ; ; ; ; 
2006;75;45;3;Antonio Pena ; ;0;6; ;5;Villanova University; ; ; ; ; ; ; ; ; ; ; 
2006;49;29,4;2;Brian Carlwell ; ;0;6; ;5;San Diego State University; ; ; ; ; ; ; ; ; ; ; 
2006;25;15;1;Brian Zoubek ; ;0;6; ;5;Duke University; ; ; ; ; ; ; ; ; ; ; 
2006;63;37,8;3;Bryan Davis ; ;0;6; ;5;Texas A&M University; ; ; ; ; ; ; ; ; ; ; 
2006;96;57,6;4;Cameron Tatum ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
2006;30;18;1;Curtis Kelly ; ;0;6; ;5;Kansas State University; ; ; ; ; ; ; ; ; ; ; 
2006;99;59,4;4;Da'Sean Butler ; ;0;6; ;5;West Virginia University; ; ; ; ; ; ; ; ; ; ; 
2006;95;57;4;Dan Werner ; ;0;6; ;5;University of Florida; ; ; ; ; ; ; ; ; ; ; 
2006;97;58,2;4;Daniel Deane ; ;0;6; ;5;Oregon State University; ; ; ; ; ; ; ; ; ; ; 
2006;31;18,6;1;David Lighty ; ;0;6; ;5;Ohio State University; ; ; ; ; ; ; ; ; ; ; 
2006;43;25,8;2;Deon Thompson ; ;0;6; ;5;University of North Carolina; ; ; ; ; ; ; ; ; ; ; 
2006;52;31,2;2;Derrick Jasper ; ;0;6; ;5;University of Nevada, Las Vegas; ; ; ; ; ; ; ; ; ; ; 
2006;32;19,2;1;Deshawn Sims ; ;0;6; ;5;University of Michigan; ; ; ; ; ; ; ; ; ; ; 
2006;84;50,4;4;Doneal Mack ; ;0;6; ;5;University of Memphis; ; ; ; ; ; ; ; ; ; ; 
2006;56;33,6;2;Doug Wiggins ; ;0;6; ;5;University of Connecticut; ; ; ; ; ; ; ; ; ; ; 
2006;22;13,2;1;Duke Crews ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
2006;55;33;2;Edgar Sosa ; ;0;6; ;5;University of Louisville; ; ; ; ; ; ; ; ; ; ; 
2006;73;43,8;3;Eugene Harvey ; ;0;6; ;5;Seton Hall University; ; ; ; ; ; ; ; ; ; ; 
2006;91;54,6;4;Gilbert Brown ; ;0;6; ;5;University of Pittsburgh; ; ; ; ; ; ; ; ; ; ; 
2006;67;40,2;3;Isaiah Dahlman ; ;0;6; ;5;Michigan State University; ; ; ; ; ; ; ; ; ; ; 
2006;38;22,8;1;James Keefe ; ;0;6; ;5;University of California, Los Angeles; ; ; ; ; ; ; ; ; ; ; 
2006;50;30;2;Jamie Skeen ; ;0;6; ;5;Virginia Commonwealth University; ; ; ; ; ; ; ; ; ; ; 
2006;66;39,6;3;Jamil Tucker ; ;0;6; ;5;University of Virginia; ; ; ; ; ; ; ; ; ; ; 
2006;42;25,2;2;Jason Bennett ; ;0;6; ;5;University of Detroit Mercy; ; ; ; ; ; ; ; ; ; ; 
2006;62;37,2;3;Jason Bohannon ; ;0;6; ;5;University of Wisconsin; ; ; ; ; ; ; ; ; ; ; 
2006;94;56,4;4;Jeremy Mayfield ; ;0;6; ;5;University of Alabama at Birmingham; ; ; ; ; ; ; ; ; ; ; 
2006;51;30,6;2;Jon Kreft ; ;0;6; ;5;Florida State University; ; ; ; ; ; ; ; ; ; ; 
2006;28;16,8;1;Jon Scheyer ; ;0;6; ;5;Duke University; ; ; ; ; ; ; ; ; ; ; 
2006;87;52,2;4;Jonathan Mitchell ; ;0;6; ;5;Rutgers University; ; ; ; ; ; ; ; ; ; ; 
2006;85;51;4;Josue Soto ; ;0;6; ;5;Florida International University; ; ; ; ; ; ; ; ; ; ; 
2006;68;40,8;3;Keith Clark ; ;0;6; ;5;University of Oklahoma; ; ; ; ; ; ; ; ; ; ; 
2006;81;48,6;4;Leon Freeman; ;0;6; ;5; ; ; ; ; ; ; ; ; ; ; ; 
2006;78;46,8;3;Marques Johnson ; ;0;6; ;5;Georgia State University; ; ; ; ; ; ; ; ; ; ; 
2006;65;39;3;Matt Bouldin ; ;0;6; ;5;Gonzaga University; ; ; ; ; ; ; ; ; ; ; 
2006;53;31,8;2;Mike Washington ; ;0;6; ;5;University of Arkansas; ; ; ; ; ; ; ; ; ; ; 
2006;70;42;3;Nigel Munson ; ;0;6; ;5;Virginia Polytechnic Institute and State University; ; ; ; ; ; ; ; ; ; ; 
2006;35;21;1;Obi Muonelo ; ;0;6; ;5;Oklahoma State University; ; ; ; ; ; ; ; ; ; ; 
2006;23;13,8;1;Paul Harris ; ;0;6; ;5;Syracuse University; ; ; ; ; ; ; ; ; ; ; 
2006;57;34,2;2;Perry Stevenson ; ;0;6; ;5;University of Kentucky; ; ; ; ; ; ; ; ; ; ; 
2006;71;42,6;3;Phil Nelson ; ;0;6; ;5;Portland State University; ; ; ; ; ; ; ; ; ; ; 
2006;72;43,2;3;Pierre Niles ; ;0;6; ;5;University of Memphis; ; ; ; ; ; ; ; ; ; ; 
2006;33;19,8;1;Ramar Smith ; ;0;6; ;5;University of Tennessee; ; ; ; ; ; ; ; ; ; ; 
2006;34;20,4;1;Raymar Morgan ; ;0;6; ;5;Michigan State University; ; ; ; ; ; ; ; ; ; ; 
2006;37;22,2;1;Scottie Reynolds ; ;0;6; ;5;Villanova University; ; ; ; ; ; ; ; ; ; ; 
2006;92;55,2;4;Solomon Tat ; ;0;6; ;5;University of Virginia; ; ; ; ; ; ; ; ; ; ; 
2006;18;10,8;0;Stanley Robinson ; ;0;6; ;5;University of Connecticut; ; ; ; ; ; ; ; ; ; ; 
2006;89;53,4;4;Taylor Harrison ; ;0;6; ;5;University of California; ; ; ; ; ; ; ; ; ; ; 
2006;48;28,8;2;Tom Herzog ; ;0;6; ;5;University of Central Florida; ; ; ; ; ; ; ; ; ; ; 
2006;88;52,8;4;Trevon Hughes ; ;0;6; ;5;University of Wisconsin; ; ; ; ; ; ; ; ; ; ; 
